MES/AÑO,TIPO CLIENTES,PRODUCTO,% TIENDAS IMPACTADAS
201902,CLIENTES PEQUEÑOS,A22,34
201902,CLIENTES PEQUEÑOS,A23,72
201903,CLIENTES GRANDES,A1,93
201903,CLIENTES GRANDES,A2,100
201903,CLIENTES GRANDES,A3,84
201903,CLIENTES GRANDES,A4,100
201903,CLIENTES GRANDES,A5,93
201903,CLIENTES GRANDES,A6,85
201903,CLIENTES GRANDES,A7,80
201903,CLIENTES GRANDES,A8,94
201903,CLIENTES GRANDES,A9,87
201903,CLIENTES GRANDES,A10,93
201903,CLIENTES GRANDES,A11,88
201903,CLIENTES GRANDES,A12,93
201903,CLIENTES GRANDES,A13,93
201903,CLIENTES GRANDES,A14,91
201903,CLIENTES GRANDES,A15,88
201903,CLIENTES GRANDES,A16,81
201903,CLIENTES GRANDES,A17,75
201903,CLIENTES GRANDES,A18,88
201903,CLIENTES GRANDES,A19,100
201903,CLIENTES GRANDES,A20,100
201903,CLIENTES GRANDES,A21,93
201903,CLIENTES GRANDES,A22,95
201903,CLIENTES GRANDES,A23,100
201903,CLIENTES GRANDES,A24,87
201903,CLIENTES PEQUEÑOS,A1,44
201903,CLIENTES PEQUEÑOS,A2,28
201903,CLIENTES PEQUEÑOS,A3,25
201903,CLIENTES PEQUEÑOS,A4,67
201903,CLIENTES PEQUEÑOS,A5,31
201903,CLIENTES PEQUEÑOS,A6,4
201903,CLIENTES PEQUEÑOS,A7,2
201903,CLIENTES PEQUEÑOS,A8,23
201903,CLIENTES PEQUEÑOS,A9,32
201903,CLIENTES PEQUEÑOS,A10,29
201903,CLIENTES PEQUEÑOS,A11,29
201903,CLIENTES PEQUEÑOS,A14,36
201903,CLIENTES PEQUEÑOS,A15,6
201903,CLIENTES PEQUEÑOS,A16,4
201903,CLIENTES PEQUEÑOS,A17,9
201903,CLIENTES PEQUEÑOS,A18,79
201903,CLIENTES PEQUEÑOS,A19,66
201903,CLIENTES PEQUEÑOS,A20,58
201903,CLIENTES PEQUEÑOS,A21,66
201903,CLIENTES PEQUEÑOS,A22,35
201903,CLIENTES PEQUEÑOS,A23,71
201904,CLIENTES GRANDES,A1,93
201904,CLIENTES GRANDES,A2,100
201904,CLIENTES GRANDES,A3,85
201904,CLIENTES GRANDES,A4,100
201904,CLIENTES GRANDES,A5,92
201904,CLIENTES GRANDES,A6,85
201904,CLIENTES GRANDES,A7,80
201904,CLIENTES GRANDES,A8,93
201904,CLIENTES GRANDES,A9,86
201904,CLIENTES GRANDES,A10,91
201904,CLIENTES GRANDES,A11,88
201904,CLIENTES GRANDES,A12,92
201904,CLIENTES GRANDES,A13,91
201904,CLIENTES GRANDES,A14,94
201904,CLIENTES GRANDES,A15,86
201904,CLIENTES GRANDES,A16,80
201904,CLIENTES GRANDES,A17,83
201904,CLIENTES GRANDES,A18,90
201904,CLIENTES GRANDES,A19,100
201904,CLIENTES GRANDES,A20,100
201904,CLIENTES GRANDES,A21,93
201904,CLIENTES GRANDES,A22,98
201904,CLIENTES GRANDES,A23,100
201904,CLIENTES GRANDES,A24,87
201904,CLIENTES PEQUEÑOS,A1,46
201904,CLIENTES PEQUEÑOS,A2,29
201904,CLIENTES PEQUEÑOS,A3,24
201904,CLIENTES PEQUEÑOS,A4,69
201904,CLIENTES PEQUEÑOS,A5,32
201904,CLIENTES PEQUEÑOS,A6,4
201904,CLIENTES PEQUEÑOS,A7,2
201904,CLIENTES PEQUEÑOS,A8,25
201904,CLIENTES PEQUEÑOS,A9,32
201904,CLIENTES PEQUEÑOS,A10,29
201904,CLIENTES PEQUEÑOS,A11,31
201904,CLIENTES PEQUEÑOS,A14,35
201904,CLIENTES PEQUEÑOS,A15,6
201904,CLIENTES PEQUEÑOS,A16,4
201904,CLIENTES PEQUEÑOS,A17,10
201904,CLIENTES PEQUEÑOS,A18,80
201904,CLIENTES PEQUEÑOS,A19,66
201904,CLIENTES PEQUEÑOS,A20,60
201904,CLIENTES PEQUEÑOS,A21,64
201904,CLIENTES PEQUEÑOS,A22,37
201904,CLIENTES PEQUEÑOS,A23,71
201905,CLIENTES GRANDES,A1,92
201905,CLIENTES GRANDES,A2,100
201905,CLIENTES GRANDES,A3,85
201905,CLIENTES GRANDES,A4,100
201905,CLIENTES GRANDES,A5,93
201905,CLIENTES GRANDES,A6,85
201905,CLIENTES GRANDES,A7,79
201905,CLIENTES GRANDES,A8,93
201905,CLIENTES GRANDES,A9,86
201905,CLIENTES GRANDES,A10,91
201905,CLIENTES GRANDES,A11,88
201905,CLIENTES GRANDES,A12,92
201905,CLIENTES GRANDES,A13,91
201905,CLIENTES GRANDES,A14,93
201905,CLIENTES GRANDES,A15,85
201905,CLIENTES GRANDES,A16,80
201905,CLIENTES GRANDES,A17,85
201905,CLIENTES GRANDES,A18,91
201905,CLIENTES GRANDES,A19,100
201905,CLIENTES GRANDES,A20,100
201905,CLIENTES GRANDES,A21,93
201905,CLIENTES GRANDES,A22,97
201905,CLIENTES GRANDES,A23,100
201905,CLIENTES GRANDES,A24,86
201905,CLIENTES PEQUEÑOS,A1,45
201905,CLIENTES PEQUEÑOS,A2,27
201905,CLIENTES PEQUEÑOS,A3,24
201905,CLIENTES PEQUEÑOS,A4,68
201905,CLIENTES PEQUEÑOS,A5,30
201905,CLIENTES PEQUEÑOS,A6,3
201905,CLIENTES PEQUEÑOS,A7,3
201905,CLIENTES PEQUEÑOS,A8,23
201905,CLIENTES PEQUEÑOS,A9,32
201905,CLIENTES PEQUEÑOS,A10,28
201905,CLIENTES PEQUEÑOS,A11,32
201905,CLIENTES PEQUEÑOS,A14,33
201905,CLIENTES PEQUEÑOS,A15,6
201905,CLIENTES PEQUEÑOS,A16,5
201905,CLIENTES PEQUEÑOS,A17,9
201905,CLIENTES PEQUEÑOS,A18,82
201905,CLIENTES PEQUEÑOS,A19,67
201905,CLIENTES PEQUEÑOS,A20,61
201905,CLIENTES PEQUEÑOS,A21,64
201905,CLIENTES PEQUEÑOS,A22,38
201905,CLIENTES PEQUEÑOS,A23,71
201905,CLIENTES PEQUEÑOS,A25,5
201906,CLIENTES GRANDES,A1,92
201906,CLIENTES GRANDES,A2,100
201906,CLIENTES GRANDES,A3,84
201906,CLIENTES GRANDES,A4,100
201906,CLIENTES GRANDES,A5,93
201906,CLIENTES GRANDES,A6,85
201906,CLIENTES GRANDES,A7,79
201906,CLIENTES GRANDES,A8,93
201906,CLIENTES GRANDES,A9,86
201906,CLIENTES GRANDES,A10,91
201906,CLIENTES GRANDES,A11,87
201906,CLIENTES GRANDES,A12,92
201906,CLIENTES GRANDES,A13,91
201906,CLIENTES GRANDES,A14,90
201906,CLIENTES GRANDES,A15,85
201906,CLIENTES GRANDES,A16,78
201906,CLIENTES GRANDES,A17,86
201906,CLIENTES GRANDES,A18,90
201906,CLIENTES GRANDES,A19,100
201906,CLIENTES GRANDES,A20,100
201906,CLIENTES GRANDES,A21,93
201906,CLIENTES GRANDES,A22,98
201906,CLIENTES GRANDES,A23,100
201906,CLIENTES GRANDES,A24,86
201906,CLIENTES PEQUEÑOS,A1,46
201906,CLIENTES PEQUEÑOS,A2,29
201906,CLIENTES PEQUEÑOS,A3,25
201906,CLIENTES PEQUEÑOS,A4,69
201906,CLIENTES PEQUEÑOS,A5,33
201906,CLIENTES PEQUEÑOS,A6,4
201906,CLIENTES PEQUEÑOS,A7,3
201906,CLIENTES PEQUEÑOS,A8,25
201906,CLIENTES PEQUEÑOS,A9,31
201906,CLIENTES PEQUEÑOS,A10,30
201906,CLIENTES PEQUEÑOS,A11,34
201906,CLIENTES PEQUEÑOS,A14,34
201906,CLIENTES PEQUEÑOS,A15,6
201906,CLIENTES PEQUEÑOS,A16,5
201906,CLIENTES PEQUEÑOS,A17,10
201906,CLIENTES PEQUEÑOS,A18,83
201906,CLIENTES PEQUEÑOS,A19,67
201906,CLIENTES PEQUEÑOS,A20,62
201906,CLIENTES PEQUEÑOS,A21,66
201906,CLIENTES PEQUEÑOS,A22,39
201906,CLIENTES PEQUEÑOS,A23,71
201906,CLIENTES PEQUEÑOS,A25,18
201907,CLIENTES GRANDES,A1,92
201907,CLIENTES GRANDES,A2,100
201907,CLIENTES GRANDES,A3,83
201907,CLIENTES GRANDES,A4,100
201907,CLIENTES GRANDES,A5,93
201907,CLIENTES GRANDES,A6,84
201907,CLIENTES GRANDES,A7,78
201907,CLIENTES GRANDES,A8,94
201907,CLIENTES GRANDES,A9,86
201907,CLIENTES GRANDES,A10,91
201907,CLIENTES GRANDES,A11,88
201907,CLIENTES GRANDES,A12,92
201907,CLIENTES GRANDES,A13,90
201907,CLIENTES GRANDES,A14,90
201907,CLIENTES GRANDES,A15,87
201907,CLIENTES GRANDES,A16,78
201907,CLIENTES GRANDES,A17,84
201907,CLIENTES GRANDES,A18,90
201907,CLIENTES GRANDES,A19,100
201907,CLIENTES GRANDES,A20,100
201907,CLIENTES GRANDES,A21,93
201907,CLIENTES GRANDES,A22,98
201907,CLIENTES GRANDES,A23,100
201907,CLIENTES GRANDES,A24,87
201907,CLIENTES GRANDES,A25,22
201907,CLIENTES PEQUEÑOS,A1,48
201907,CLIENTES PEQUEÑOS,A2,31
201907,CLIENTES PEQUEÑOS,A3,25
201907,CLIENTES PEQUEÑOS,A4,69
201907,CLIENTES PEQUEÑOS,A5,33
201907,CLIENTES PEQUEÑOS,A6,4
201907,CLIENTES PEQUEÑOS,A7,3
201907,CLIENTES PEQUEÑOS,A8,27
201907,CLIENTES PEQUEÑOS,A9,31
201907,CLIENTES PEQUEÑOS,A10,31
201907,CLIENTES PEQUEÑOS,A11,34
201907,CLIENTES PEQUEÑOS,A14,35
201907,CLIENTES PEQUEÑOS,A15,6
201907,CLIENTES PEQUEÑOS,A16,5
201907,CLIENTES PEQUEÑOS,A17,11
201907,CLIENTES PEQUEÑOS,A18,83
201907,CLIENTES PEQUEÑOS,A19,67
201907,CLIENTES PEQUEÑOS,A20,63
201907,CLIENTES PEQUEÑOS,A21,66
201907,CLIENTES PEQUEÑOS,A22,41
201907,CLIENTES PEQUEÑOS,A23,72
201907,CLIENTES PEQUEÑOS,A25,22
201908,CLIENTES GRANDES,A1,90
201908,CLIENTES GRANDES,A2,100
201908,CLIENTES GRANDES,A3,83
201908,CLIENTES GRANDES,A4,100
201908,CLIENTES GRANDES,A5,100
201908,CLIENTES GRANDES,A6,91
201908,CLIENTES GRANDES,A7,78
201908,CLIENTES GRANDES,A8,99
201908,CLIENTES GRANDES,A9,85
201908,CLIENTES GRANDES,A10,91
201908,CLIENTES GRANDES,A11,86
201908,CLIENTES GRANDES,A12,91
201908,CLIENTES GRANDES,A13,91
201908,CLIENTES GRANDES,A14,90
201908,CLIENTES GRANDES,A15,87
201908,CLIENTES GRANDES,A16,79
201908,CLIENTES GRANDES,A17,82
201908,CLIENTES GRANDES,A18,88
201908,CLIENTES GRANDES,A19,100
201908,CLIENTES GRANDES,A20,100
201908,CLIENTES GRANDES,A21,92
201908,CLIENTES GRANDES,A22,98
201908,CLIENTES GRANDES,A23,100
201908,CLIENTES GRANDES,A24,85
201908,CLIENTES GRANDES,A26,21
201908,CLIENTES GRANDES,A25,81
201908,CLIENTES PEQUEÑOS,A1,48
201908,CLIENTES PEQUEÑOS,A2,30
201908,CLIENTES PEQUEÑOS,A3,23
201908,CLIENTES PEQUEÑOS,A4,70
201908,CLIENTES PEQUEÑOS,A5,32
201908,CLIENTES PEQUEÑOS,A6,4
201908,CLIENTES PEQUEÑOS,A7,3
201908,CLIENTES PEQUEÑOS,A8,26
201908,CLIENTES PEQUEÑOS,A9,29
201908,CLIENTES PEQUEÑOS,A10,31
201908,CLIENTES PEQUEÑOS,A11,34
201908,CLIENTES PEQUEÑOS,A14,36
201908,CLIENTES PEQUEÑOS,A15,6
201908,CLIENTES PEQUEÑOS,A16,5
201908,CLIENTES PEQUEÑOS,A17,11
201908,CLIENTES PEQUEÑOS,A18,83
201908,CLIENTES PEQUEÑOS,A19,65
201908,CLIENTES PEQUEÑOS,A20,61
201908,CLIENTES PEQUEÑOS,A21,66
201908,CLIENTES PEQUEÑOS,A22,42
201908,CLIENTES PEQUEÑOS,A23,74
201908,CLIENTES PEQUEÑOS,A25,22
201909,CLIENTES GRANDES,A1,92
201909,CLIENTES GRANDES,A2,100
201909,CLIENTES GRANDES,A3,82
201909,CLIENTES GRANDES,A4,100
201909,CLIENTES GRANDES,A5,100
201909,CLIENTES GRANDES,A6,92
201909,CLIENTES GRANDES,A7,77
201909,CLIENTES GRANDES,A8,99
201909,CLIENTES GRANDES,A9,85
201909,CLIENTES GRANDES,A10,93
201909,CLIENTES GRANDES,A11,86
201909,CLIENTES GRANDES,A12,91
201909,CLIENTES GRANDES,A13,91
201909,CLIENTES GRANDES,A14,84
201909,CLIENTES GRANDES,A15,86
201909,CLIENTES GRANDES,A16,79
201909,CLIENTES GRANDES,A17,84
201909,CLIENTES GRANDES,A18,88
201909,CLIENTES GRANDES,A19,100
201909,CLIENTES GRANDES,A20,100
201909,CLIENTES GRANDES,A21,92
201909,CLIENTES GRANDES,A22,94
201909,CLIENTES GRANDES,A23,100
201909,CLIENTES GRANDES,A24,85
201909,CLIENTES GRANDES,A26,31
201909,CLIENTES GRANDES,A25,81
201909,CLIENTES PEQUEÑOS,A1,47
201909,CLIENTES PEQUEÑOS,A2,30
201909,CLIENTES PEQUEÑOS,A3,24
201909,CLIENTES PEQUEÑOS,A4,68
201909,CLIENTES PEQUEÑOS,A5,32
201909,CLIENTES PEQUEÑOS,A6,4
201909,CLIENTES PEQUEÑOS,A7,3
201909,CLIENTES PEQUEÑOS,A8,27
201909,CLIENTES PEQUEÑOS,A9,30
201909,CLIENTES PEQUEÑOS,A10,32
201909,CLIENTES PEQUEÑOS,A11,31
201909,CLIENTES PEQUEÑOS,A14,34
201909,CLIENTES PEQUEÑOS,A15,7
201909,CLIENTES PEQUEÑOS,A16,5
201909,CLIENTES PEQUEÑOS,A17,12
201909,CLIENTES PEQUEÑOS,A18,82
201909,CLIENTES PEQUEÑOS,A19,66
201909,CLIENTES PEQUEÑOS,A20,61
201909,CLIENTES PEQUEÑOS,A21,66
201909,CLIENTES PEQUEÑOS,A22,40
201909,CLIENTES PEQUEÑOS,A23,74
201909,CLIENTES PEQUEÑOS,A25,24
201910,CLIENTES GRANDES,A1,92
201910,CLIENTES GRANDES,A2,100
201910,CLIENTES GRANDES,A3,83
201910,CLIENTES GRANDES,A4,100
201910,CLIENTES GRANDES,A5,100
201910,CLIENTES GRANDES,A6,92
201910,CLIENTES GRANDES,A7,77
201910,CLIENTES GRANDES,A8,100
201910,CLIENTES GRANDES,A9,85
201910,CLIENTES GRANDES,A10,94
201910,CLIENTES GRANDES,A11,85
201910,CLIENTES GRANDES,A12,91
201910,CLIENTES GRANDES,A13,91
201910,CLIENTES GRANDES,A14,91
201910,CLIENTES GRANDES,A15,86
201910,CLIENTES GRANDES,A16,78
201910,CLIENTES GRANDES,A17,84
201910,CLIENTES GRANDES,A18,90
201910,CLIENTES GRANDES,A19,100
201910,CLIENTES GRANDES,A20,100
201910,CLIENTES GRANDES,A21,92
201910,CLIENTES GRANDES,A22,95
201910,CLIENTES GRANDES,A23,100
201910,CLIENTES GRANDES,A24,85
201910,CLIENTES GRANDES,A26,32
201910,CLIENTES GRANDES,A25,80
201910,CLIENTES PEQUEÑOS,A1,49
201910,CLIENTES PEQUEÑOS,A2,30
201910,CLIENTES PEQUEÑOS,A3,22
201910,CLIENTES PEQUEÑOS,A4,68
201910,CLIENTES PEQUEÑOS,A5,31
201910,CLIENTES PEQUEÑOS,A6,4
201910,CLIENTES PEQUEÑOS,A7,3
201910,CLIENTES PEQUEÑOS,A8,28
201910,CLIENTES PEQUEÑOS,A9,28
201910,CLIENTES PEQUEÑOS,A10,30
201910,CLIENTES PEQUEÑOS,A11,32
201910,CLIENTES PEQUEÑOS,A14,34
201910,CLIENTES PEQUEÑOS,A15,6
201910,CLIENTES PEQUEÑOS,A16,5
201910,CLIENTES PEQUEÑOS,A17,10
201910,CLIENTES PEQUEÑOS,A18,82
201910,CLIENTES PEQUEÑOS,A19,66
201910,CLIENTES PEQUEÑOS,A20,61
201910,CLIENTES PEQUEÑOS,A21,64
201910,CLIENTES PEQUEÑOS,A22,38
201910,CLIENTES PEQUEÑOS,A23,74
201910,CLIENTES PEQUEÑOS,A25,21
201911,CLIENTES GRANDES,A1,92
201911,CLIENTES GRANDES,A2,100
201911,CLIENTES GRANDES,A3,84
201911,CLIENTES GRANDES,A4,100
201911,CLIENTES GRANDES,A5,100
201911,CLIENTES GRANDES,A6,92
201911,CLIENTES GRANDES,A7,76
201911,CLIENTES GRANDES,A8,100
201911,CLIENTES GRANDES,A9,84
201911,CLIENTES GRANDES,A10,95
201911,CLIENTES GRANDES,A11,85
201911,CLIENTES GRANDES,A12,91
201911,CLIENTES GRANDES,A13,91
201911,CLIENTES GRANDES,A14,90
201911,CLIENTES GRANDES,A15,86
201911,CLIENTES GRANDES,A16,79
201911,CLIENTES GRANDES,A17,83
201911,CLIENTES GRANDES,A18,90
201911,CLIENTES GRANDES,A19,100
201911,CLIENTES GRANDES,A20,100
201911,CLIENTES GRANDES,A21,92
201911,CLIENTES GRANDES,A22,95
201911,CLIENTES GRANDES,A23,100
201911,CLIENTES GRANDES,A24,85
201911,CLIENTES GRANDES,A26,32
201911,CLIENTES GRANDES,A25,82
201911,CLIENTES PEQUEÑOS,A1,46
201911,CLIENTES PEQUEÑOS,A2,30
201911,CLIENTES PEQUEÑOS,A3,22
201911,CLIENTES PEQUEÑOS,A4,66
201911,CLIENTES PEQUEÑOS,A5,31
201911,CLIENTES PEQUEÑOS,A6,4
201911,CLIENTES PEQUEÑOS,A7,3
201911,CLIENTES PEQUEÑOS,A8,26
201911,CLIENTES PEQUEÑOS,A9,29
201911,CLIENTES PEQUEÑOS,A10,29
201911,CLIENTES PEQUEÑOS,A11,30
201911,CLIENTES PEQUEÑOS,A14,32
201911,CLIENTES PEQUEÑOS,A15,6
201911,CLIENTES PEQUEÑOS,A16,5
201911,CLIENTES PEQUEÑOS,A17,9
201911,CLIENTES PEQUEÑOS,A18,81
201911,CLIENTES PEQUEÑOS,A19,65
201911,CLIENTES PEQUEÑOS,A20,60
201911,CLIENTES PEQUEÑOS,A21,64
201911,CLIENTES PEQUEÑOS,A22,37
201911,CLIENTES PEQUEÑOS,A23,73
201911,CLIENTES PEQUEÑOS,A25,20
201912,CLIENTES GRANDES,A1,93
201912,CLIENTES GRANDES,A2,100
201912,CLIENTES GRANDES,A3,85
201912,CLIENTES GRANDES,A4,100
201912,CLIENTES GRANDES,A5,100
201912,CLIENTES GRANDES,A6,93
201912,CLIENTES GRANDES,A7,79
201912,CLIENTES GRANDES,A8,100
201912,CLIENTES GRANDES,A9,87
201912,CLIENTES GRANDES,A10,95
201912,CLIENTES GRANDES,A11,88
201912,CLIENTES GRANDES,A12,92
201912,CLIENTES GRANDES,A13,92
201912,CLIENTES GRANDES,A14,87
201912,CLIENTES GRANDES,A15,86
201912,CLIENTES GRANDES,A16,80
201912,CLIENTES GRANDES,A17,85
201912,CLIENTES GRANDES,A18,91
201912,CLIENTES GRANDES,A19,100
201912,CLIENTES GRANDES,A20,100
201912,CLIENTES GRANDES,A21,93
201912,CLIENTES GRANDES,A22,95
201912,CLIENTES GRANDES,A23,100
201912,CLIENTES GRANDES,A24,87
201912,CLIENTES GRANDES,A26,48
201912,CLIENTES GRANDES,A25,83
201912,CLIENTES PEQUEÑOS,A1,46
201912,CLIENTES PEQUEÑOS,A2,31
201912,CLIENTES PEQUEÑOS,A3,22
201912,CLIENTES PEQUEÑOS,A4,64
201912,CLIENTES PEQUEÑOS,A5,31
201912,CLIENTES PEQUEÑOS,A6,4
201912,CLIENTES PEQUEÑOS,A7,3
201912,CLIENTES PEQUEÑOS,A8,24
201912,CLIENTES PEQUEÑOS,A9,30
201912,CLIENTES PEQUEÑOS,A10,29
201912,CLIENTES PEQUEÑOS,A11,29
201912,CLIENTES PEQUEÑOS,A14,30
201912,CLIENTES PEQUEÑOS,A15,6
201912,CLIENTES PEQUEÑOS,A16,5
201912,CLIENTES PEQUEÑOS,A17,9
201912,CLIENTES PEQUEÑOS,A18,83
201912,CLIENTES PEQUEÑOS,A19,66
201912,CLIENTES PEQUEÑOS,A20,61
201912,CLIENTES PEQUEÑOS,A21,66
201912,CLIENTES PEQUEÑOS,A22,36
201912,CLIENTES PEQUEÑOS,A23,75
201912,CLIENTES PEQUEÑOS,A25,21
202001,CLIENTES GRANDES,A1,92
202001,CLIENTES GRANDES,A2,100
202001,CLIENTES GRANDES,A3,84
202001,CLIENTES GRANDES,A4,100
202001,CLIENTES GRANDES,A5,100
202001,CLIENTES GRANDES,A6,92
202001,CLIENTES GRANDES,A7,78
202001,CLIENTES GRANDES,A8,100
202001,CLIENTES GRANDES,A9,85
202001,CLIENTES GRANDES,A10,93
202001,CLIENTES GRANDES,A11,86
202001,CLIENTES GRANDES,A12,91
202001,CLIENTES GRANDES,A13,92
202001,CLIENTES GRANDES,A14,83
202001,CLIENTES GRANDES,A15,86
202001,CLIENTES GRANDES,A16,79
202001,CLIENTES GRANDES,A17,83
202001,CLIENTES GRANDES,A18,91
202001,CLIENTES GRANDES,A19,100
202001,CLIENTES GRANDES,A20,100
202001,CLIENTES GRANDES,A21,93
202001,CLIENTES GRANDES,A22,95
202001,CLIENTES GRANDES,A23,100
202001,CLIENTES GRANDES,A24,86
202001,CLIENTES GRANDES,A26,62
202001,CLIENTES GRANDES,A25,82
202001,CLIENTES PEQUEÑOS,A1,47
202001,CLIENTES PEQUEÑOS,A2,30
202001,CLIENTES PEQUEÑOS,A3,23
202001,CLIENTES PEQUEÑOS,A4,65
202001,CLIENTES PEQUEÑOS,A5,30
202001,CLIENTES PEQUEÑOS,A6,3
202001,CLIENTES PEQUEÑOS,A7,2
202001,CLIENTES PEQUEÑOS,A8,27
202001,CLIENTES PEQUEÑOS,A9,31
202001,CLIENTES PEQUEÑOS,A10,29
202001,CLIENTES PEQUEÑOS,A11,32
202001,CLIENTES PEQUEÑOS,A14,31
202001,CLIENTES PEQUEÑOS,A15,6
202001,CLIENTES PEQUEÑOS,A16,5
202001,CLIENTES PEQUEÑOS,A17,10
202001,CLIENTES PEQUEÑOS,A18,84
202001,CLIENTES PEQUEÑOS,A19,65
202001,CLIENTES PEQUEÑOS,A20,61
202001,CLIENTES PEQUEÑOS,A21,66
202001,CLIENTES PEQUEÑOS,A22,37
202001,CLIENTES PEQUEÑOS,A23,74
202001,CLIENTES PEQUEÑOS,A25,22
202002,CLIENTES GRANDES,A1,91
202002,CLIENTES GRANDES,A2,100
202002,CLIENTES GRANDES,A3,83
202002,CLIENTES GRANDES,A4,100
202002,CLIENTES GRANDES,A5,100
202002,CLIENTES GRANDES,A6,92
202002,CLIENTES GRANDES,A7,82
202002,CLIENTES GRANDES,A8,100
202002,CLIENTES GRANDES,A9,84
202002,CLIENTES GRANDES,A10,95
202002,CLIENTES GRANDES,A11,87
202002,CLIENTES GRANDES,A12,91
202002,CLIENTES GRANDES,A13,91
202002,CLIENTES GRANDES,A14,84
202002,CLIENTES GRANDES,A15,85
202002,CLIENTES GRANDES,A16,78
202002,CLIENTES GRANDES,A17,83
202002,CLIENTES GRANDES,A18,89
202002,CLIENTES GRANDES,A19,99
202002,CLIENTES GRANDES,A20,100
202002,CLIENTES GRANDES,A21,92
202002,CLIENTES GRANDES,A22,93
202002,CLIENTES GRANDES,A23,100
202002,CLIENTES GRANDES,A24,86
202002,CLIENTES GRANDES,A26,60
202002,CLIENTES GRANDES,A25,81
202002,CLIENTES PEQUEÑOS,A1,47
202002,CLIENTES PEQUEÑOS,A2,30
202002,CLIENTES PEQUEÑOS,A3,24
202002,CLIENTES PEQUEÑOS,A4,65
202002,CLIENTES PEQUEÑOS,A5,29
202002,CLIENTES PEQUEÑOS,A6,3
202002,CLIENTES PEQUEÑOS,A7,3
202002,CLIENTES PEQUEÑOS,A8,27
202002,CLIENTES PEQUEÑOS,A9,30
202002,CLIENTES PEQUEÑOS,A10,29
202002,CLIENTES PEQUEÑOS,A11,30
202002,CLIENTES PEQUEÑOS,A14,29
202002,CLIENTES PEQUEÑOS,A15,6
202002,CLIENTES PEQUEÑOS,A16,5
202002,CLIENTES PEQUEÑOS,A17,10
202002,CLIENTES PEQUEÑOS,A18,84
202002,CLIENTES PEQUEÑOS,A19,64
202002,CLIENTES PEQUEÑOS,A20,58
202002,CLIENTES PEQUEÑOS,A21,65
202002,CLIENTES PEQUEÑOS,A22,36
202002,CLIENTES PEQUEÑOS,A23,72
202002,CLIENTES PEQUEÑOS,A25,23
202003,CLIENTES GRANDES,A1,91
202003,CLIENTES GRANDES,A2,100
202003,CLIENTES GRANDES,A3,82
202003,CLIENTES GRANDES,A4,100
202003,CLIENTES GRANDES,A5,100
202003,CLIENTES GRANDES,A6,92
202003,CLIENTES GRANDES,A7,81
202003,CLIENTES GRANDES,A8,100
202003,CLIENTES GRANDES,A9,83
202003,CLIENTES GRANDES,A10,94
202003,CLIENTES GRANDES,A11,86
202003,CLIENTES GRANDES,A12,90
202003,CLIENTES GRANDES,A13,90
202003,CLIENTES GRANDES,A14,86
202003,CLIENTES GRANDES,A15,84
202003,CLIENTES GRANDES,A16,78
202003,CLIENTES GRANDES,A17,82
202003,CLIENTES GRANDES,A18,89
202003,CLIENTES GRANDES,A19,100
202003,CLIENTES GRANDES,A20,100
202003,CLIENTES GRANDES,A21,91
202003,CLIENTES GRANDES,A22,95
202003,CLIENTES GRANDES,A23,100
202003,CLIENTES GRANDES,A24,85
202003,CLIENTES GRANDES,A26,61
202003,CLIENTES GRANDES,A25,64
202003,CLIENTES PEQUEÑOS,A1,45
202003,CLIENTES PEQUEÑOS,A2,28
202003,CLIENTES PEQUEÑOS,A3,23
202003,CLIENTES PEQUEÑOS,A4,62
202003,CLIENTES PEQUEÑOS,A5,29
202003,CLIENTES PEQUEÑOS,A6,4
202003,CLIENTES PEQUEÑOS,A7,4
202003,CLIENTES PEQUEÑOS,A8,25
202003,CLIENTES PEQUEÑOS,A9,30
202003,CLIENTES PEQUEÑOS,A10,26
202003,CLIENTES PEQUEÑOS,A11,30
202003,CLIENTES PEQUEÑOS,A14,30
202003,CLIENTES PEQUEÑOS,A15,5
202003,CLIENTES PEQUEÑOS,A16,4
202003,CLIENTES PEQUEÑOS,A17,9
202003,CLIENTES PEQUEÑOS,A18,83
202003,CLIENTES PEQUEÑOS,A19,63
202003,CLIENTES PEQUEÑOS,A20,57
202003,CLIENTES PEQUEÑOS,A21,63
202003,CLIENTES PEQUEÑOS,A22,33
202003,CLIENTES PEQUEÑOS,A23,70
202003,CLIENTES PEQUEÑOS,A25,21
202004,CLIENTES GRANDES,A1,92
202004,CLIENTES GRANDES,A2,100
202004,CLIENTES GRANDES,A3,84
202004,CLIENTES GRANDES,A4,100
202004,CLIENTES GRANDES,A5,100
202004,CLIENTES GRANDES,A6,92
202004,CLIENTES GRANDES,A7,78
202004,CLIENTES GRANDES,A8,100
202004,CLIENTES GRANDES,A9,85
202004,CLIENTES GRANDES,A10,93
202004,CLIENTES GRANDES,A11,86
202004,CLIENTES GRANDES,A12,91
202004,CLIENTES GRANDES,A13,92
202004,CLIENTES GRANDES,A14,83
202004,CLIENTES GRANDES,A15,86
202004,CLIENTES GRANDES,A16,79
202004,CLIENTES GRANDES,A17,83
202004,CLIENTES GRANDES,A18,91
202004,CLIENTES GRANDES,A19,100
202004,CLIENTES GRANDES,A20,100
202004,CLIENTES GRANDES,A21,93
202004,CLIENTES GRANDES,A22,95
202004,CLIENTES GRANDES,A23,100
202004,CLIENTES GRANDES,A24,86
202004,CLIENTES GRANDES,A26,62
