MES/AÑO,TIPO CLIENTES,PRODUCTO,INVERSION
201901,CLIENTES GRANDES,A20,0.3016
201901,CLIENTES GRANDES,A21,0.2673
201901,CLIENTES GRANDES,A22,0.2362
201901,CLIENTES GRANDES,A23,0.4143
201901,CLIENTES GRANDES,A24,0.5243
201901,CLIENTES PEQUEÑOS,A1,0.3372
201901,CLIENTES PEQUEÑOS,A2,0.3828
201901,CLIENTES PEQUEÑOS,A3,0.1934
201901,CLIENTES PEQUEÑOS,A4,0.4016
201901,CLIENTES PEQUEÑOS,A5,0.3062
201901,CLIENTES PEQUEÑOS,A6,0.29
201901,CLIENTES PEQUEÑOS,A7,0.3666
201901,CLIENTES PEQUEÑOS,A8,0.3493
201901,CLIENTES PEQUEÑOS,A9,0.2197
201901,CLIENTES PEQUEÑOS,A10,0.2786
201901,CLIENTES PEQUEÑOS,A11,0.4426
201901,CLIENTES PEQUEÑOS,A14,0.2895
201901,CLIENTES PEQUEÑOS,A15,0.3255
201901,CLIENTES PEQUEÑOS,A16,0.2009
201901,CLIENTES PEQUEÑOS,A17,0.2722
201901,CLIENTES PEQUEÑOS,A18,0.2535
201901,CLIENTES PEQUEÑOS,A19,0.3075
201901,CLIENTES PEQUEÑOS,A20,0.3016
201901,CLIENTES PEQUEÑOS,A21,0.2673
201901,CLIENTES PEQUEÑOS,A22,0.2362
201901,CLIENTES PEQUEÑOS,A23,0.4143
201902,CLIENTES GRANDES,A1,0.2887
201902,CLIENTES GRANDES,A2,0.3416
201902,CLIENTES GRANDES,A3,0.1953
201902,CLIENTES GRANDES,A4,0.3475
201902,CLIENTES GRANDES,A5,0.2692
201902,CLIENTES GRANDES,A6,0.2387
201902,CLIENTES GRANDES,A7,0.3058
201902,CLIENTES GRANDES,A8,0.3193
201902,CLIENTES GRANDES,A9,0.2289
201902,CLIENTES GRANDES,A10,0.2599
201902,CLIENTES GRANDES,A11,0.4943
201902,CLIENTES GRANDES,A12,0.2257
201902,CLIENTES GRANDES,A13,0.2206
201902,CLIENTES GRANDES,A14,0.3282
201902,CLIENTES GRANDES,A15,0.3437
201902,CLIENTES GRANDES,A16,0.1971
201902,CLIENTES GRANDES,A17,0.2539
201902,CLIENTES GRANDES,A18,0.2221
201902,CLIENTES GRANDES,A19,0.267
201902,CLIENTES GRANDES,A20,0.262
201902,CLIENTES GRANDES,A21,0.249
201902,CLIENTES GRANDES,A22,0.246
201902,CLIENTES GRANDES,A23,0.3762
201902,CLIENTES GRANDES,A24,0.4063
201902,CLIENTES PEQUEÑOS,A1,0.2887
201902,CLIENTES PEQUEÑOS,A2,0.3416
201902,CLIENTES PEQUEÑOS,A3,0.1953
201902,CLIENTES PEQUEÑOS,A4,0.3475
201902,CLIENTES PEQUEÑOS,A5,0.2692
201902,CLIENTES PEQUEÑOS,A6,0.2387
201902,CLIENTES PEQUEÑOS,A7,0.3058
201902,CLIENTES PEQUEÑOS,A8,0.3193
201902,CLIENTES PEQUEÑOS,A9,0.2289
201902,CLIENTES PEQUEÑOS,A10,0.2599
201902,CLIENTES PEQUEÑOS,A11,0.4943
201902,CLIENTES PEQUEÑOS,A14,0.3282
201902,CLIENTES PEQUEÑOS,A15,0.3437
201902,CLIENTES PEQUEÑOS,A16,0.1971
201902,CLIENTES PEQUEÑOS,A17,0.2539
201902,CLIENTES PEQUEÑOS,A18,0.2221
201902,CLIENTES PEQUEÑOS,A19,0.267
201902,CLIENTES PEQUEÑOS,A20,0.262
201902,CLIENTES PEQUEÑOS,A21,0.249
201902,CLIENTES PEQUEÑOS,A22,0.246
201902,CLIENTES PEQUEÑOS,A23,0.3762
201903,CLIENTES GRANDES,A1,0.2571
201903,CLIENTES GRANDES,A2,0.2714
201903,CLIENTES GRANDES,A3,0.1715
201903,CLIENTES GRANDES,A4,0.234
201903,CLIENTES GRANDES,A5,0.2665
201903,CLIENTES GRANDES,A6,0.2393
201903,CLIENTES GRANDES,A7,0.2701
201903,CLIENTES GRANDES,A8,0.244
201903,CLIENTES GRANDES,A9,0.2632
201903,CLIENTES GRANDES,A10,0.2332
201903,CLIENTES GRANDES,A11,0.2928
201903,CLIENTES GRANDES,A12,0.2077
201903,CLIENTES GRANDES,A13,0.2436
201903,CLIENTES GRANDES,A14,0.3947
201903,CLIENTES GRANDES,A15,0.2841
201903,CLIENTES GRANDES,A16,0.1613
201903,CLIENTES GRANDES,A17,0.2642
201903,CLIENTES GRANDES,A18,0.2187
201903,CLIENTES GRANDES,A19,0.223
201903,CLIENTES GRANDES,A20,0.2653
201903,CLIENTES GRANDES,A21,0.2387
201903,CLIENTES GRANDES,A22,0.2392
201903,CLIENTES GRANDES,A23,0.3158
201903,CLIENTES GRANDES,A24,0.2746
201903,CLIENTES PEQUEÑOS,A1,0.2571
201903,CLIENTES PEQUEÑOS,A2,0.2714
201903,CLIENTES PEQUEÑOS,A3,0.1715
201903,CLIENTES PEQUEÑOS,A4,0.234
201903,CLIENTES PEQUEÑOS,A5,0.2665
201903,CLIENTES PEQUEÑOS,A6,0.2393
201903,CLIENTES PEQUEÑOS,A7,0.2701
201903,CLIENTES PEQUEÑOS,A8,0.244
201903,CLIENTES PEQUEÑOS,A9,0.2632
201903,CLIENTES PEQUEÑOS,A10,0.2332
201903,CLIENTES PEQUEÑOS,A11,0.2928
201903,CLIENTES PEQUEÑOS,A14,0.3947
201903,CLIENTES PEQUEÑOS,A15,0.2841
201903,CLIENTES PEQUEÑOS,A16,0.1613
201903,CLIENTES PEQUEÑOS,A17,0.2642
201903,CLIENTES PEQUEÑOS,A18,0.2187
201903,CLIENTES PEQUEÑOS,A19,0.223
201903,CLIENTES PEQUEÑOS,A20,0.2653
201903,CLIENTES PEQUEÑOS,A21,0.2387
201903,CLIENTES PEQUEÑOS,A22,0.2392
201903,CLIENTES PEQUEÑOS,A23,0.3158
201904,CLIENTES GRANDES,A1,0.2735
201904,CLIENTES GRANDES,A2,0.3512
201904,CLIENTES GRANDES,A3,0.1708
201904,CLIENTES GRANDES,A4,0.3851
201904,CLIENTES GRANDES,A5,0.3103
201904,CLIENTES GRANDES,A6,0.223
201904,CLIENTES GRANDES,A7,0.2202
201904,CLIENTES GRANDES,A8,0.2715
201904,CLIENTES GRANDES,A9,0.2383
201904,CLIENTES GRANDES,A10,0.2983
201904,CLIENTES GRANDES,A11,0.4247
201904,CLIENTES GRANDES,A12,0.1958
201904,CLIENTES GRANDES,A13,0.2247
201904,CLIENTES GRANDES,A14,0.3606
201904,CLIENTES GRANDES,A15,0.2702
201904,CLIENTES GRANDES,A16,0.146
201904,CLIENTES GRANDES,A17,0.2427
201904,CLIENTES GRANDES,A18,0.2573
201904,CLIENTES GRANDES,A19,0.235
201904,CLIENTES GRANDES,A20,0.2776
201904,CLIENTES GRANDES,A21,0.2851
201904,CLIENTES GRANDES,A22,0.2756
201904,CLIENTES GRANDES,A23,0.2239
201904,CLIENTES GRANDES,A24,0.2401
201904,CLIENTES PEQUEÑOS,A1,0.2735
201904,CLIENTES PEQUEÑOS,A2,0.3512
201904,CLIENTES PEQUEÑOS,A3,0.1708
201904,CLIENTES PEQUEÑOS,A4,0.3851
201904,CLIENTES PEQUEÑOS,A5,0.3103
201904,CLIENTES PEQUEÑOS,A6,0.223
201904,CLIENTES PEQUEÑOS,A7,0.2202
201904,CLIENTES PEQUEÑOS,A8,0.2715
201904,CLIENTES PEQUEÑOS,A9,0.2383
201904,CLIENTES PEQUEÑOS,A10,0.2983
201904,CLIENTES PEQUEÑOS,A11,0.4247
201904,CLIENTES PEQUEÑOS,A14,0.3606
201904,CLIENTES PEQUEÑOS,A15,0.2702
201904,CLIENTES PEQUEÑOS,A16,0.146
201904,CLIENTES PEQUEÑOS,A17,0.2427
201904,CLIENTES PEQUEÑOS,A18,0.2573
201904,CLIENTES PEQUEÑOS,A19,0.235
201904,CLIENTES PEQUEÑOS,A20,0.2776
201904,CLIENTES PEQUEÑOS,A21,0.2851
201904,CLIENTES PEQUEÑOS,A22,0.2756
201904,CLIENTES PEQUEÑOS,A23,0.2239
201905,CLIENTES GRANDES,A1,0.302
201905,CLIENTES GRANDES,A2,0.2774
201905,CLIENTES GRANDES,A3,0.177
201905,CLIENTES GRANDES,A4,0.3073
201905,CLIENTES GRANDES,A5,0.3028
201905,CLIENTES GRANDES,A6,0.2314
201905,CLIENTES GRANDES,A7,0.2296
201905,CLIENTES GRANDES,A8,0.2803
201905,CLIENTES GRANDES,A9,0.2636
201905,CLIENTES GRANDES,A10,0.2517
201905,CLIENTES GRANDES,A11,0.3046
201905,CLIENTES GRANDES,A12,0.2133
201905,CLIENTES GRANDES,A13,0.2375
201905,CLIENTES GRANDES,A14,0.4425
201905,CLIENTES GRANDES,A15,0.2336
201905,CLIENTES GRANDES,A16,0.1624
201905,CLIENTES GRANDES,A17,0.259
201905,CLIENTES GRANDES,A18,0.2501
201905,CLIENTES GRANDES,A19,0.2509
201905,CLIENTES GRANDES,A20,0.2924
201905,CLIENTES GRANDES,A21,0.2442
201905,CLIENTES GRANDES,A22,0.2519
201905,CLIENTES GRANDES,A23,0.2968
201905,CLIENTES GRANDES,A24,0.2511
201905,CLIENTES PEQUEÑOS,A1,0.302
201905,CLIENTES PEQUEÑOS,A2,0.2774
201905,CLIENTES PEQUEÑOS,A3,0.177
201905,CLIENTES PEQUEÑOS,A4,0.3073
201905,CLIENTES PEQUEÑOS,A5,0.3028
201905,CLIENTES PEQUEÑOS,A6,0.2314
201905,CLIENTES PEQUEÑOS,A7,0.2296
201905,CLIENTES PEQUEÑOS,A8,0.2803
201905,CLIENTES PEQUEÑOS,A9,0.2636
201905,CLIENTES PEQUEÑOS,A10,0.2517
201905,CLIENTES PEQUEÑOS,A11,0.3046
201905,CLIENTES PEQUEÑOS,A14,0.4425
201905,CLIENTES PEQUEÑOS,A15,0.2336
201905,CLIENTES PEQUEÑOS,A16,0.1624
201905,CLIENTES PEQUEÑOS,A17,0.259
201905,CLIENTES PEQUEÑOS,A18,0.2501
201905,CLIENTES PEQUEÑOS,A19,0.2509
201905,CLIENTES PEQUEÑOS,A20,0.2924
201905,CLIENTES PEQUEÑOS,A21,0.2442
201905,CLIENTES PEQUEÑOS,A22,0.2519
201905,CLIENTES PEQUEÑOS,A23,0.2968
201905,CLIENTES PEQUEÑOS,A25,0.1819
201906,CLIENTES GRANDES,A1,0.297
201906,CLIENTES GRANDES,A2,0.3452
201906,CLIENTES GRANDES,A3,0.1795
201906,CLIENTES GRANDES,A4,0.347
201906,CLIENTES GRANDES,A5,0.3096
201906,CLIENTES GRANDES,A6,0.1694
201906,CLIENTES GRANDES,A7,0.265
201906,CLIENTES GRANDES,A8,0.2775
201906,CLIENTES GRANDES,A9,0.2694
201906,CLIENTES GRANDES,A10,0.2587
201906,CLIENTES GRANDES,A11,0.4288
201906,CLIENTES GRANDES,A12,0.2165
201906,CLIENTES GRANDES,A13,0.2739
201906,CLIENTES GRANDES,A14,0.3847
201906,CLIENTES GRANDES,A15,0.2351
201906,CLIENTES GRANDES,A16,0.1447
201906,CLIENTES GRANDES,A17,0.2334
201906,CLIENTES GRANDES,A18,0.2716
201906,CLIENTES GRANDES,A19,0.3701
201906,CLIENTES GRANDES,A20,0.2811
201906,CLIENTES GRANDES,A21,0.3072
201906,CLIENTES GRANDES,A22,0.2416
201906,CLIENTES GRANDES,A23,0.4393
201906,CLIENTES GRANDES,A24,0.3904
201906,CLIENTES PEQUEÑOS,A1,0.297
201906,CLIENTES PEQUEÑOS,A2,0.3452
201906,CLIENTES PEQUEÑOS,A3,0.1795
201906,CLIENTES PEQUEÑOS,A4,0.347
201906,CLIENTES PEQUEÑOS,A5,0.3096
201906,CLIENTES PEQUEÑOS,A6,0.1694
201906,CLIENTES PEQUEÑOS,A7,0.265
201906,CLIENTES PEQUEÑOS,A8,0.2775
201906,CLIENTES PEQUEÑOS,A9,0.2694
201906,CLIENTES PEQUEÑOS,A10,0.2587
201906,CLIENTES PEQUEÑOS,A11,0.4288
201906,CLIENTES PEQUEÑOS,A14,0.3847
201906,CLIENTES PEQUEÑOS,A15,0.2351
201906,CLIENTES PEQUEÑOS,A16,0.1447
201906,CLIENTES PEQUEÑOS,A17,0.2334
201906,CLIENTES PEQUEÑOS,A18,0.2716
201906,CLIENTES PEQUEÑOS,A19,0.3701
201906,CLIENTES PEQUEÑOS,A20,0.2811
201906,CLIENTES PEQUEÑOS,A21,0.3072
201906,CLIENTES PEQUEÑOS,A22,0.2416
201906,CLIENTES PEQUEÑOS,A23,0.4393
201906,CLIENTES PEQUEÑOS,A25,0.1782
201907,CLIENTES GRANDES,A1,0.288
201907,CLIENTES GRANDES,A2,0.3287
201907,CLIENTES GRANDES,A3,0.1591
201907,CLIENTES GRANDES,A4,0.3329
201907,CLIENTES GRANDES,A5,0.2746
201907,CLIENTES GRANDES,A6,0.1664
201907,CLIENTES GRANDES,A7,0.2844
201907,CLIENTES GRANDES,A8,0.3053
201907,CLIENTES GRANDES,A9,0.2778
201907,CLIENTES GRANDES,A10,0.2534
201907,CLIENTES GRANDES,A11,0.4784
201907,CLIENTES GRANDES,A12,0.2091
201907,CLIENTES GRANDES,A13,0.2569
201907,CLIENTES GRANDES,A14,0.4378
201907,CLIENTES GRANDES,A15,0.2661
201907,CLIENTES GRANDES,A16,0.1618
201907,CLIENTES GRANDES,A17,0.3241
201907,CLIENTES GRANDES,A18,0.2629
201907,CLIENTES GRANDES,A19,0.2633
201907,CLIENTES GRANDES,A20,0.2818
201907,CLIENTES GRANDES,A21,0.26
201907,CLIENTES GRANDES,A22,0.2265
201907,CLIENTES GRANDES,A23,0.4179
201907,CLIENTES GRANDES,A24,0.393
201907,CLIENTES GRANDES,A25,0.1663
201907,CLIENTES PEQUEÑOS,A1,0.288
201907,CLIENTES PEQUEÑOS,A2,0.3287
201907,CLIENTES PEQUEÑOS,A3,0.1591
201907,CLIENTES PEQUEÑOS,A4,0.3329
201907,CLIENTES PEQUEÑOS,A5,0.2746
201907,CLIENTES PEQUEÑOS,A6,0.1664
201907,CLIENTES PEQUEÑOS,A7,0.2844
201907,CLIENTES PEQUEÑOS,A8,0.3053
201907,CLIENTES PEQUEÑOS,A9,0.2778
201907,CLIENTES PEQUEÑOS,A10,0.2534
201907,CLIENTES PEQUEÑOS,A11,0.4784
201907,CLIENTES PEQUEÑOS,A14,0.4378
201907,CLIENTES PEQUEÑOS,A15,0.2661
201907,CLIENTES PEQUEÑOS,A16,0.1618
201907,CLIENTES PEQUEÑOS,A17,0.3241
201907,CLIENTES PEQUEÑOS,A18,0.2629
201907,CLIENTES PEQUEÑOS,A19,0.2633
201907,CLIENTES PEQUEÑOS,A20,0.2818
201907,CLIENTES PEQUEÑOS,A21,0.26
201907,CLIENTES PEQUEÑOS,A22,0.2265
201907,CLIENTES PEQUEÑOS,A23,0.4179
201907,CLIENTES PEQUEÑOS,A25,0.1663
201908,CLIENTES GRANDES,A1,0.2933
201908,CLIENTES GRANDES,A2,0.3212
201908,CLIENTES GRANDES,A3,0.1755
201908,CLIENTES GRANDES,A4,0.369
201908,CLIENTES GRANDES,A5,0.2903
201908,CLIENTES GRANDES,A6,0.1394
201908,CLIENTES GRANDES,A7,0.2296
201908,CLIENTES GRANDES,A8,0.2464
201908,CLIENTES GRANDES,A9,0.2769
201908,CLIENTES GRANDES,A10,0.2436
201908,CLIENTES GRANDES,A11,0.3668
201908,CLIENTES GRANDES,A12,0.2077
201908,CLIENTES GRANDES,A13,0.2373
201908,CLIENTES GRANDES,A14,0.4383
201908,CLIENTES GRANDES,A15,0.2228
201908,CLIENTES GRANDES,A16,0.1581
201908,CLIENTES GRANDES,A17,0.2581
201908,CLIENTES GRANDES,A18,0.2384
201908,CLIENTES GRANDES,A19,0.3186
201908,CLIENTES GRANDES,A20,0.257
201908,CLIENTES GRANDES,A21,0.2582
201908,CLIENTES GRANDES,A22,0.2312
201908,CLIENTES GRANDES,A23,0.386
201908,CLIENTES GRANDES,A24,0.3096
201908,CLIENTES GRANDES,A26,0.1089
201908,CLIENTES GRANDES,A25,0.1642
201908,CLIENTES PEQUEÑOS,A1,0.2933
201908,CLIENTES PEQUEÑOS,A2,0.3212
201908,CLIENTES PEQUEÑOS,A3,0.1755
201908,CLIENTES PEQUEÑOS,A4,0.369
201908,CLIENTES PEQUEÑOS,A5,0.2903
201908,CLIENTES PEQUEÑOS,A6,0.1394
201908,CLIENTES PEQUEÑOS,A7,0.2296
201908,CLIENTES PEQUEÑOS,A8,0.2464
201908,CLIENTES PEQUEÑOS,A9,0.2769
201908,CLIENTES PEQUEÑOS,A10,0.2436
201908,CLIENTES PEQUEÑOS,A11,0.3668
201908,CLIENTES PEQUEÑOS,A14,0.4383
201908,CLIENTES PEQUEÑOS,A15,0.2228
201908,CLIENTES PEQUEÑOS,A16,0.1581
201908,CLIENTES PEQUEÑOS,A17,0.2581
201908,CLIENTES PEQUEÑOS,A18,0.2384
201908,CLIENTES PEQUEÑOS,A19,0.3186
201908,CLIENTES PEQUEÑOS,A20,0.257
201908,CLIENTES PEQUEÑOS,A21,0.2582
201908,CLIENTES PEQUEÑOS,A22,0.2312
201908,CLIENTES PEQUEÑOS,A23,0.386
201908,CLIENTES PEQUEÑOS,A25,0.1642
201909,CLIENTES GRANDES,A1,0.2432
201909,CLIENTES GRANDES,A2,0.3135
201909,CLIENTES GRANDES,A3,0.1821
201909,CLIENTES GRANDES,A4,0.3142
201909,CLIENTES GRANDES,A5,0.2706
201909,CLIENTES GRANDES,A6,0.344
201909,CLIENTES GRANDES,A7,0.3066
201909,CLIENTES GRANDES,A8,0.1997
201909,CLIENTES GRANDES,A9,0.2102
201909,CLIENTES GRANDES,A10,0.1444
201909,CLIENTES GRANDES,A11,0.2311
201909,CLIENTES GRANDES,A12,0.2659
201909,CLIENTES GRANDES,A13,0.2887
201909,CLIENTES GRANDES,A14,0.3229
201909,CLIENTES GRANDES,A15,0.1772
201909,CLIENTES GRANDES,A16,0.1561
201909,CLIENTES GRANDES,A17,0.1778
201909,CLIENTES GRANDES,A18,0.263
201909,CLIENTES GRANDES,A19,0.2802
201909,CLIENTES GRANDES,A20,0.2835
201909,CLIENTES GRANDES,A21,0.2236
201909,CLIENTES GRANDES,A22,0.1658
201909,CLIENTES GRANDES,A23,0.4806
201909,CLIENTES GRANDES,A24,0.6131
201909,CLIENTES GRANDES,A26,0.5114
201909,CLIENTES GRANDES,A25,0.1601
201909,CLIENTES PEQUEÑOS,A1,0.2432
201909,CLIENTES PEQUEÑOS,A2,0.3135
201909,CLIENTES PEQUEÑOS,A3,0.1821
201909,CLIENTES PEQUEÑOS,A4,0.3142
201909,CLIENTES PEQUEÑOS,A5,0.2706
201909,CLIENTES PEQUEÑOS,A6,0.344
201909,CLIENTES PEQUEÑOS,A7,0.3066
201909,CLIENTES PEQUEÑOS,A8,0.1997
201909,CLIENTES PEQUEÑOS,A9,0.2102
201909,CLIENTES PEQUEÑOS,A10,0.1444
201909,CLIENTES PEQUEÑOS,A11,0.2311
201909,CLIENTES PEQUEÑOS,A14,0.3229
201909,CLIENTES PEQUEÑOS,A15,0.1772
201909,CLIENTES PEQUEÑOS,A16,0.1561
201909,CLIENTES PEQUEÑOS,A17,0.1778
201909,CLIENTES PEQUEÑOS,A18,0.263
201909,CLIENTES PEQUEÑOS,A19,0.2802
201909,CLIENTES PEQUEÑOS,A20,0.2835
201909,CLIENTES PEQUEÑOS,A21,0.2236
201909,CLIENTES PEQUEÑOS,A22,0.1658
201909,CLIENTES PEQUEÑOS,A23,0.4806
201909,CLIENTES PEQUEÑOS,A25,0.1601
201910,CLIENTES GRANDES,A1,0.2909
201910,CLIENTES GRANDES,A2,0.3951
201910,CLIENTES GRANDES,A3,0.1912
201910,CLIENTES GRANDES,A4,0.3797
201910,CLIENTES GRANDES,A5,0.3132
201910,CLIENTES GRANDES,A6,0.2508
201910,CLIENTES GRANDES,A7,0.4526
201910,CLIENTES GRANDES,A8,0.2645
201910,CLIENTES GRANDES,A9,0.2471
201910,CLIENTES GRANDES,A10,0.2382
201910,CLIENTES GRANDES,A11,0.4797
201910,CLIENTES GRANDES,A12,0.2355
201910,CLIENTES GRANDES,A13,0.2539
201910,CLIENTES GRANDES,A14,0.4235
201910,CLIENTES GRANDES,A15,0.2441
201910,CLIENTES GRANDES,A16,0.1388
201910,CLIENTES GRANDES,A17,0.2598
201910,CLIENTES GRANDES,A18,0.2779
201910,CLIENTES GRANDES,A19,0.3294
201910,CLIENTES GRANDES,A20,0.3528
201910,CLIENTES GRANDES,A21,0.3763
201910,CLIENTES GRANDES,A22,0.221
201910,CLIENTES GRANDES,A23,0.4243
201910,CLIENTES GRANDES,A24,0.4011
201910,CLIENTES GRANDES,A26,0.2878
201910,CLIENTES GRANDES,A25,0.156
201910,CLIENTES PEQUEÑOS,A1,0.2909
201910,CLIENTES PEQUEÑOS,A2,0.3951
201910,CLIENTES PEQUEÑOS,A3,0.1912
201910,CLIENTES PEQUEÑOS,A4,0.3797
201910,CLIENTES PEQUEÑOS,A5,0.3132
201910,CLIENTES PEQUEÑOS,A6,0.2508
201910,CLIENTES PEQUEÑOS,A7,0.4526
201910,CLIENTES PEQUEÑOS,A8,0.2645
201910,CLIENTES PEQUEÑOS,A9,0.2471
201910,CLIENTES PEQUEÑOS,A10,0.2382
201910,CLIENTES PEQUEÑOS,A11,0.4797
201910,CLIENTES PEQUEÑOS,A14,0.4235
201910,CLIENTES PEQUEÑOS,A15,0.2441
201910,CLIENTES PEQUEÑOS,A16,0.1388
201910,CLIENTES PEQUEÑOS,A17,0.2598
201910,CLIENTES PEQUEÑOS,A18,0.2779
201910,CLIENTES PEQUEÑOS,A19,0.3294
201910,CLIENTES PEQUEÑOS,A20,0.3528
201910,CLIENTES PEQUEÑOS,A21,0.3763
201910,CLIENTES PEQUEÑOS,A22,0.221
201910,CLIENTES PEQUEÑOS,A23,0.4243
201910,CLIENTES PEQUEÑOS,A25,0.156
201911,CLIENTES GRANDES,A1,0.2816
201911,CLIENTES GRANDES,A2,0.381
201911,CLIENTES GRANDES,A3,0.1808
201911,CLIENTES GRANDES,A4,0.3926
201911,CLIENTES GRANDES,A5,0.2926
201911,CLIENTES GRANDES,A6,0.2661
201911,CLIENTES GRANDES,A7,0.3123
201911,CLIENTES GRANDES,A8,0.2659
201911,CLIENTES GRANDES,A9,0.2348
201911,CLIENTES GRANDES,A10,0.2371
201911,CLIENTES GRANDES,A11,0.4586
201911,CLIENTES GRANDES,A12,0.246
201911,CLIENTES GRANDES,A13,0.2975
201911,CLIENTES GRANDES,A14,0.4687
201911,CLIENTES GRANDES,A15,0.2331
201911,CLIENTES GRANDES,A16,0.1484
201911,CLIENTES GRANDES,A17,0.2351
201911,CLIENTES GRANDES,A18,0.2466
201911,CLIENTES GRANDES,A19,0.3339
201911,CLIENTES GRANDES,A20,0.3006
201911,CLIENTES GRANDES,A21,0.2854
201911,CLIENTES GRANDES,A22,0.2158
201911,CLIENTES GRANDES,A23,0.3966
201911,CLIENTES GRANDES,A24,0.4165
201911,CLIENTES GRANDES,A26,0.2864
201911,CLIENTES GRANDES,A25,0.1806
201911,CLIENTES PEQUEÑOS,A1,0.2816
201911,CLIENTES PEQUEÑOS,A2,0.381
201911,CLIENTES PEQUEÑOS,A3,0.1808
201911,CLIENTES PEQUEÑOS,A4,0.3926
201911,CLIENTES PEQUEÑOS,A5,0.2926
201911,CLIENTES PEQUEÑOS,A6,0.2661
201911,CLIENTES PEQUEÑOS,A7,0.3123
201911,CLIENTES PEQUEÑOS,A8,0.2659
201911,CLIENTES PEQUEÑOS,A9,0.2348
201911,CLIENTES PEQUEÑOS,A10,0.2371
201911,CLIENTES PEQUEÑOS,A11,0.4586
201911,CLIENTES PEQUEÑOS,A14,0.4687
201911,CLIENTES PEQUEÑOS,A15,0.2331
201911,CLIENTES PEQUEÑOS,A16,0.1484
201911,CLIENTES PEQUEÑOS,A17,0.2351
201911,CLIENTES PEQUEÑOS,A18,0.2466
201911,CLIENTES PEQUEÑOS,A19,0.3339
201911,CLIENTES PEQUEÑOS,A20,0.3006
201911,CLIENTES PEQUEÑOS,A21,0.2854
201911,CLIENTES PEQUEÑOS,A22,0.2158
201911,CLIENTES PEQUEÑOS,A23,0.3966
201911,CLIENTES PEQUEÑOS,A25,0.1806
201912,CLIENTES GRANDES,A1,0.2822
201912,CLIENTES GRANDES,A2,0.323
201912,CLIENTES GRANDES,A3,0.1892
201912,CLIENTES GRANDES,A4,0.3699
201912,CLIENTES GRANDES,A5,0.2922
201912,CLIENTES GRANDES,A6,0.2208
201912,CLIENTES GRANDES,A7,0.35
201912,CLIENTES GRANDES,A8,0.2403
201912,CLIENTES GRANDES,A9,0.2236
201912,CLIENTES GRANDES,A10,0.2255
201912,CLIENTES GRANDES,A11,0.3692
201912,CLIENTES GRANDES,A12,0.2904
201912,CLIENTES GRANDES,A13,0.286
201912,CLIENTES GRANDES,A14,0.3471
201912,CLIENTES GRANDES,A15,0.2461
201912,CLIENTES GRANDES,A16,0.1541
201912,CLIENTES GRANDES,A17,0.2496
201912,CLIENTES GRANDES,A18,0.3202
201912,CLIENTES GRANDES,A19,0.3165
201912,CLIENTES GRANDES,A20,0.3352
201912,CLIENTES GRANDES,A21,0.296
201912,CLIENTES GRANDES,A22,0.2172
201912,CLIENTES GRANDES,A23,0.418
201912,CLIENTES GRANDES,A24,0.4605
201912,CLIENTES GRANDES,A26,0.3042
201912,CLIENTES GRANDES,A25,0.1939
201912,CLIENTES PEQUEÑOS,A1,0.2822
201912,CLIENTES PEQUEÑOS,A2,0.323
201912,CLIENTES PEQUEÑOS,A3,0.1892
201912,CLIENTES PEQUEÑOS,A4,0.3699
201912,CLIENTES PEQUEÑOS,A5,0.2922
201912,CLIENTES PEQUEÑOS,A6,0.2208
201912,CLIENTES PEQUEÑOS,A7,0.35
201912,CLIENTES PEQUEÑOS,A8,0.2403
201912,CLIENTES PEQUEÑOS,A9,0.2236
201912,CLIENTES PEQUEÑOS,A10,0.2255
201912,CLIENTES PEQUEÑOS,A11,0.3692
201912,CLIENTES PEQUEÑOS,A14,0.3471
201912,CLIENTES PEQUEÑOS,A15,0.2461
201912,CLIENTES PEQUEÑOS,A16,0.1541
201912,CLIENTES PEQUEÑOS,A17,0.2496
201912,CLIENTES PEQUEÑOS,A18,0.3202
201912,CLIENTES PEQUEÑOS,A19,0.3165
201912,CLIENTES PEQUEÑOS,A20,0.3352
201912,CLIENTES PEQUEÑOS,A21,0.296
201912,CLIENTES PEQUEÑOS,A22,0.2172
201912,CLIENTES PEQUEÑOS,A23,0.418
201912,CLIENTES PEQUEÑOS,A25,0.1939
202001,CLIENTES GRANDES,A1,0.2578
202001,CLIENTES GRANDES,A2,0.5127
202001,CLIENTES GRANDES,A3,0.1848
202001,CLIENTES GRANDES,A4,0.3935
202001,CLIENTES GRANDES,A5,0.2931
202001,CLIENTES GRANDES,A6,0.216
202001,CLIENTES GRANDES,A7,0.3074
202001,CLIENTES GRANDES,A8,0.2524
202001,CLIENTES GRANDES,A9,0.2971
202001,CLIENTES GRANDES,A10,0.2853
202001,CLIENTES GRANDES,A11,0.3949
202001,CLIENTES GRANDES,A12,0.1971
202001,CLIENTES GRANDES,A13,0.2426
202001,CLIENTES GRANDES,A14,0.5194
202001,CLIENTES GRANDES,A15,0.2265
202001,CLIENTES GRANDES,A16,0.1632
202001,CLIENTES GRANDES,A17,0.2312
202001,CLIENTES GRANDES,A18,0.2727
202001,CLIENTES GRANDES,A19,0.378
202001,CLIENTES GRANDES,A20,0.4431
202001,CLIENTES GRANDES,A21,0.3312
202001,CLIENTES GRANDES,A22,0.2045
202001,CLIENTES GRANDES,A23,0.4728
202001,CLIENTES GRANDES,A24,0.3913
